Pasadia_Servicio_Domestico_Info,"Si eres empleado(a) de servicio doméstico Categoría A (es decir que recibes hasta 2 salarios mínimos legales vigentes), podrás disfrutar de pasadías en Lagosol por solo $2.000 por persona. Para acceder a este servicio acércate a una de las taquillas en las sedes donde se prestan servicios de caja de compensación, presenta el documento de identidad del cotizante o beneficiario y realiza el pago correspondiente.
La venta está sujeta al calendario de programación y cupos disponibles al momento de la solicitud de compra del servicio."
Agua_Caliente,"Así es, en nuestros hoteles Lagomar y Lagosol hay agua caliente."
Disponibilidad_Pasadia,"Puedes conocer la disponibilidad o comprar tu pasadía en Lagosol a través de nuestro portal transaccional, ingresa aquí http://bit.ly/3c2QJS1 y conoce el paso a paso o puedes acercarte a una de nuestras sedes autorizadas, conócelas aquí http://bit.ly/3a4PGzo"
CoronaVirus,"Informamos que, comprometidos con el bienestar de nuestros usuarios, y acogiendo los lineamientos establecidos por el Ministerio de Salud y la Secretaría de Salud Distrital, hemos implementado y fortalecido todas las medidas preventivas y protocolos correspondientes ante la emergencia sanitaria: rutinas y medidas de aseo, limpieza, desinfección y asepsia en nuestras instalaciones.
Te invitamos a ingresar aquí https://bit.ly/3avRXmF y consultar las novedades en la prestación de los servicios "
PlanesTransferencia,"gwi_transfer >>> Te estoy transfiriendo a un asesor, el te brindará toda la información acerca de los diferentes planes, conoce el que más se ajusta a tu necesidad y disfruta de una experiencia inolvidable!"
PlanesGeneral,"gwi_transfer >>> Te estoy transfiriendo a un asesor, el te brindará toda la información acerca de los diferentes planes, conoce el que más se ajusta a tu necesidad y disfruta de una experiencia inolvidable!"
PlanesFueraHorario,"En Lagomar tenemos planes creados para todos los gustos y presupuestos, haz clic en el siguiente enlace http://bit.ly/2VesQOI selecciona PLANES y conoce los detalles y costos de cada uno.
En Lagosol tenemos planes creados para todos los gustos y presupuestos, haz clic en el siguiente enlace http://bit.ly/2Uxs95G selecciona PLANES y conoce los detalles y costos de cada uno."
CoronaVirus_2,"Teniendo en cuenta el decreto 531 expedido por el gobierno nacional para el cumpimiento del aislamiento preventivo obligarorio, nuestros hoteles Lagomar y Lagosol se encuentran cerrados. Si tu reserva fue creada para disfrutar en estos días de cuarentena, puedes realizar la modificación o solicitar la devolución del 100%. ¿Quieres realizar esta modificación o devolución?"
CoronaVirus_3,"Puedes realizar reservas en nuestros hoteles, recomendamos que estas sean despues del 1 de septiembre, mientras, el gobierno nacional no extienda las reglamentaciones."
CoronaVirus_4,"Teniendo en cuenta el decreto 531 expedido por el gobierno nacional para el cumpimiento del aislamiento preventivo obligarorio, nuestros hoteles Lagomar y Lagosol se encuentran cerrados. Una vez se levante este decreto, se informará a todos nuestros usuarios a través de nuestra página web."
Hoteles_Reapertura,"Aún no se ha establecido una fecha de apertura ya que nos encontramos sujetos a las decisiones del gobierno frente al restablecimiento de actividades."
Hoteles_MedidasHigiene,"Desde Compensar ya se estamos creando los protocolos de bioseguridad correspondientes, sin embargo, estamos sujetos a las decisiones del gobierno frente a la fecha para el restablecimiento de actividades turísticas y hoteleras."
Hoteles_TarifaFinAño,"Por el momento contamos con tarifas hasta el 11 de diciembre del 2020, para fechas especiales debe estar atento a novedades en nuestra página web."
Aplazar_Reserva,"Por el momento no es posible ya que sólo contamos con tarifas hasta el 11 de diciembre"
